estudi,curs_academic,id_anonim,sexe,curs_academic_acces_estudi,via_acces_estudi,nota_d_acces_preinscripcio,dedicacio_de_l_estudiant,s_n_discapacitat,beca_concedida,estudis_mare,estudis_pare,taxa_exit
Graduat En Enginyeria Informàtica,2024/25,8F2712739C1869989F713C01A7742Ff0,Home,2024/25,Universitaris Batx. / Cou Amb Pau,10.722,Temps Complet,N,No,Batxillerat,Graus Universitaris O Diplomatures Universitàries,75.0
Graduat En Enginyeria Informàtica,2024/25,D0A6085102Dad80F55F6497B5C79D914,Home,2018/19,Batx. / Cou Amb Pau,8.6,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,548997Aa038D5023D1Ae543123A0C8Cf,Home,2023/24,Batx. / Cou Amb Pau,9.658,Temps Complet,N,No,Batxillerat,Batxillerat,0.0
Graduat En Enginyeria Informàtica,2024/25,9Ebacdea20A527C16406Cec77Acfdf04,Home,2022/23,Batx. / Cou Amb Pau,10.248,Temps Complet,N,No,Estudis Primaris,Estudis Primaris,75.0
Graduat En Enginyeria Informàtica,2024/25,C30D913E65Aa5Ca859B87Bd778F06842,Dona,2024/25,Batx. / Cou Amb Pau,10.594,Temps Complet,N,No,Batxillerat,Batxillerat,100.0
Graduat En Enginyeria Informàtica,2024/25,E550D04Bd5262573Be597A0F006B4Ff4,Home,2020/21,"Fp2, Cfgs",8.88,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,Fe2Bdffb67Ea047Daf9D250D417B29F7,Home,2022/23,Batx. / Cou Amb Pau,8.66,Temps Complet,S,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,33.0
Graduat En Enginyeria Informàtica,2024/25,61465E697Fbc65F14298C43329Eefff5,Home,2019/20,Batx. / Cou Amb Pau,8.208,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,71.0
Graduat En Enginyeria Informàtica,2024/25,03F6B27B5Bf2955335464A28D21Ef3C3,Home,2023/24,Universitaris Batx. / Cou Amb Pau,8.816,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,75.0
Graduat En Enginyeria Informàtica,2024/25,Bffc70A08D437651D93849C03B818227,Home,2024/25,Batx. / Cou Amb Pau,11.242,Temps Complet,N,No,Màsters O Antigues Llicenciatures,Màsters O Antigues Llicenciatures,100.0
Graduat En Enginyeria Informàtica,2024/25,121D78B89770Eef1Dd5D08730C822C61,Dona,2019/20,Batx. / Cou Amb Pau,9.014,Temps Complet,'-2,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,6798Aaf2Dbe6167F2756A70F371652F7,Home,2021/22,Batx. / Cou Amb Pau,9.626,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,86.0
Graduat En Enginyeria Informàtica,2024/25,Fa07E49D163C1C2Fc8D8Cca0E12B3998,Home,2020/21,Batx. / Cou Amb Pau,9.568,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,D1D4Ecb809D6Fc09750477C38F81Dc9B,Home,2024/25,"Fp2, Cfgs",10.872,Temps Complet,N,Sí,Cicles Formatius De Grau Mitjà I Similars (Formació Professional De Primer Grau),Altres / Ns / Nc,100.0
Graduat En Enginyeria Informàtica,2024/25,E1F5E1E7045B871Aaa10A92A99942E8B,Home,2024/25,Batx. / Cou Amb Pau,9.926,Temps Complet,N,No,"Primera Etapa D'Educació Secundària I Similar (Eso, Egb)","Primera Etapa D'Educació Secundària I Similar (Eso, Egb)",100.0
Graduat En Enginyeria Informàtica,2024/25,Ae66C824B8B69Dda6648D3D57A26F9Aa,Home,2017/18,Batx. / Cou Amb Pau,8.41,Temps Parcial,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,67.0
Graduat En Enginyeria Informàtica,2024/25,D1C0Aa5120566Ad8B47F275Efff68845,Home,2024/25,Batx. / Cou Amb Pau,10.242,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Graus Universitaris O Diplomatures Universitàries,100.0
Graduat En Enginyeria Informàtica,2024/25,86Fbd9E1A3Ea112B5Af9Ecf71A6199E7,Home,2022/23,Batx. / Cou Amb Pau,10.222,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,0.0
Graduat En Enginyeria Informàtica,2024/25,8272E70730Ff0Eb5F97Ebfac2435Cabd,Home,2024/25,Batx. / Cou Amb Pau,9.836,Temps Complet,N,No,"Primera Etapa D'Educació Secundària I Similar (Eso, Egb)",Cicles Formatius De Grau Mitjà I Similars (Formació Professional De Primer Grau),100.0
Graduat En Enginyeria Informàtica,2024/25,8F4F2065D5F05220Bbb712713E1621Bc,Home,2023/24,Batx. / Cou Amb Pau,10.064,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,60.0
Graduat En Enginyeria Informàtica,2024/25,F260683A9B365Bf88F5421111D078C60,Home,2020/21,Batx. / Cou Amb Pau,9.044,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,89.0
Graduat En Enginyeria Informàtica,2024/25,284B8E4A133518C552B471502Bfaf022,Home,2018/19,"Fp2, Cfgs",7.989,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,71E5F2C3D3Dde487F31735E8847Cfda3,Home,2023/24,Universitaris Batx. / Cou Amb Pau,9.744,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,25.0
Graduat En Enginyeria Informàtica,2024/25,510F017A6Bbaf1Bbb5C9B3F4D9Bcefb2,Home,2024/25,Universitaris Batx. / Cou Amb Pau,9.584,Temps Complet,N,No,Cicles Formatius De Grau Superior I Similars (Formació Professional De Segon Grau),Cicles Formatius De Grau Mitjà I Similars (Formació Professional De Primer Grau),70.0
Graduat En Enginyeria Informàtica,2024/25,5Ba671Abadedd09355Ed8F8032F2E619,Home,2024/25,Batx. / Cou Amb Pau,10.762,Temps Complet,N,No,Cicles Formatius De Grau Superior I Similars (Formació Professional De Segon Grau),Cicles Formatius De Grau Superior I Similars (Formació Professional De Segon Grau),50.0
Graduat En Enginyeria Informàtica,2024/25,F18Fdf550D83Ce632C53B44124E2Ed1F,Home,2020/21,Batx. / Cou Amb Pau,9.53,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,83.0
Graduat En Enginyeria Informàtica,2024/25,B73160Acb8Afd72Cdf94Cf2F8010185B,Home,2018/19,Batx. / Cou Amb Pau,8.686,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,25.0
Graduat En Enginyeria Informàtica,2024/25,A45Fe3E193037C2672A617Dc0D449Ba6,Home,2019/20,Batx. / Cou Amb Pau,7.94,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,2B04207A935656D02Ff80F888E28C427,Home,2024/25,Batx. / Cou Amb Pau,10.278,Temps Complet,N,No,Doctorat Universitari,Doctorat Universitari,50.0
Graduat En Enginyeria Informàtica,2024/25,B8Da28A057E550D585A2B5Fe5D19C4Cd,Home,2024/25,Batx. / Cou Amb Pau,11.428,Temps Complet,N,Sí,"Primera Etapa D'Educació Secundària I Similar (Eso, Egb)","Primera Etapa D'Educació Secundària I Similar (Eso, Egb)",70.0
Graduat En Enginyeria Informàtica,2024/25,184E9771Cec473898B027Cb9F15328B9,Home,2023/24,Batx. / Cou Amb Pau,10.038,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,80.0
Graduat En Enginyeria Informàtica,2024/25,5E683Fbcec93439924F4757558C38Efb,Dona,2024/25,Batx. / Cou Amb Pau,9.738,Temps Complet,N,No,Batxillerat,Màsters O Antigues Llicenciatures,40.0
Graduat En Enginyeria Informàtica,2024/25,74F8E815B2C26E136De913E9D6147A44,Home,2022/23,Batx. / Cou Amb Pau,9.914,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,0999285959B2D7556Ffdb4646D85615B,Home,2024/25,Batx. / Cou Amb Pau,10.138,Temps Complet,N,No,Batxillerat,Cicles Formatius De Grau Superior I Similars (Formació Professional De Segon Grau),100.0
Graduat En Enginyeria Informàtica,2024/25,Aa8B8C9797A275Af6A30D75Bd38D94E9,Home,2018/19,Batx. / Cou Amb Pau,7.788,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,33.0
Graduat En Enginyeria Informàtica,2024/25,2C74B049Cd6Da63374Da25947738Da1D,Home,2017/18,Batx. / Cou Amb Pau,6.81,Temps Variable,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,50.0
Graduat En Enginyeria Informàtica,2024/25,62Bc17Cbb004D154618743922824C366,Home,2021/22,Batx. / Cou Amb Pau,9.686,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,67.0
Graduat En Enginyeria Informàtica,2024/25,13Aacfb59Dab7Ccabb08933F5Feb229B,Home,2024/25,"Fp2, Cfgs",11.165,Temps Complet,N,No,Cicles Formatius De Grau Mitjà I Similars (Formació Professional De Primer Grau),"Primera Etapa D'Educació Secundària I Similar (Eso, Egb)",75.0
Graduat En Enginyeria Informàtica,2024/25,82543847Fa86D13158F1607B908Daccc,Home,2021/22,Batx. / Cou Amb Pau,12.44,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,63Ac44985F1Dd6Fe05Fc92Fc0A12D219,Home,2023/24,Batx. / Cou Amb Pau,11.598,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,142C581C5B4263Ece988B3Ae31A0D393,Home,2019/20,Batx. / Cou Amb Pau,8.942,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,F1Da0765C700Eba249Ff202E5Fbb726D,Home,2022/23,Batx. / Cou Amb Pau,11.572,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,Bdce1652Ef2Ed67Fe64521270A2742E1,Home,2023/24,Batx. / Cou Amb Pau,10.042,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Graus Universitaris O Diplomatures Universitàries,100.0
Graduat En Enginyeria Informàtica,2024/25,Ec10B7Da94Aedb5A2Fb599Dc9E7A9Daa,Dona,2021/22,Batx. / Cou Amb Pau,10.358,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,86.0
Graduat En Enginyeria Informàtica,2024/25,74854F269A782214Ee46B1960D93936B,Home,2020/21,Universitaris Fp2 / Cfgs,10.02,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,C82Ad200Cb4Ba21C0C77Bf139D700373,Home,2023/24,Batx. / Cou Amb Pau,10.07,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2024/25,E53F4D82525E2F17585622Beb2Cca86F,Home,2020/21,Batx. / Cou Amb Pau,10.644,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,80.0
Graduat En Enginyeria Informàtica,2024/25,B29D9556Df8200Fae7Cb10Ff6453425C,Dona,2022/23,Batx. / Cou Amb Pau,9.83,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2024/25,A2382D3Acc4D7A0618356D9483Be1350,Dona,2024/25,Batx. / Cou Amb Pau,10.202,Temps Complet,N,No,"Primera Etapa D'Educació Secundària I Similar (Eso, Egb)",Graus Universitaris O Diplomatures Universitàries,70.0
Graduat En Enginyeria Informàtica,2024/25,7143Bdc28Ec42Cc1480A3314B2F270E5,Home,2022/23,Batx. / Cou Amb Pau,10.594,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,Ffd413B7A48Ea6C08D5615A9B3C43F1D,Home,2023/24,Batx. / Cou Amb Pau,10.074,Temps Complet,N,Sí,Cicles Formatius De Grau Mitjà I Similars (Formació Professional De Primer Grau),Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,2F1B76Be47Ebbe89Fad7F23E1A99484E,Home,2024/25,Batx. / Cou Amb Pau,10.956,Temps Complet,N,Sí,"Primera Etapa D'Educació Secundària I Similar (Eso, Egb)",Graus Universitaris O Diplomatures Universitàries,100.0
Graduat En Enginyeria Informàtica,2024/25,D4C5A326Ee524D99Bd73A7D99E54D40C,Home,2023/24,Sense Assignar,0.0,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,C167F09C6983Ca32Cd621Fb706Ceffb2,Home,2019/20,Batx. / Cou Amb Pau,9.884,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,2C987963C3076798Ef889E18C012Fd8E,Home,2022/23,Sense Assignar,0.0,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,50.0
Graduat En Enginyeria Informàtica,2024/25,F7F6A0Cd782Dfb19E7Bf17Aaf906Ecdf,Home,2020/21,Batx. / Cou Amb Pau,9.19,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,093A59B56Ddc4B56A0Ef67C7A9Bd10A5,Home,2022/23,Batx. / Cou Amb Pau,12.02,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,9C019Eadc42D41Ca836D9469E901F335,Home,2021/22,Batx. / Cou Amb Pau,10.212,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,3A2326F0Bb9C9Bcf69D26A73D4E664Df,Home,2024/25,Batx. / Cou Amb Pau,10.39,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Cicles Formatius De Grau Superior I Similars (Formació Professional De Segon Grau),80.0
Graduat En Enginyeria Informàtica,2024/25,B263Eb2E84De89Acc3Fb8B266937Ab9D,Home,2024/25,"Diplomat, Llicenciat",7.06,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Màsters O Antigues Llicenciatures,63.0
Graduat En Enginyeria Informàtica,2024/25,D31A302Df6315A30900F0Ad8456A2F25,Dona,2020/21,Batx. / Cou Amb Pau,9.176,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,67.0
Graduat En Enginyeria Informàtica,2024/25,Fccc727B901D857E7Dcd421A11E8A62C,Dona,2023/24,Batx. / Cou Amb Pau,10.888,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,D099A7E5Bbac1D1903Eea4D5B84C9B68,Home,2024/25,Batx. / Cou Amb Pau,10.234,Temps Complet,N,No,Batxillerat,Batxillerat,70.0
Graduat En Enginyeria Informàtica,2024/25,3Aa2D3F8A1Bc54Aca04Ca1C8C75Faf15,Home,2023/24,Batx. / Cou Amb Pau,10.118,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2024/25,0E12D59D74F37Edde6061D30312C7Abc,Home,2023/24,Batx. / Cou Amb Pau,11.598,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,A916C629A86512C647832Ae3A22039A3,Home,2024/25,"Fp2, Cfgs",10.931,Temps Complet,N,No,Màsters O Antigues Llicenciatures,Batxillerat,100.0
Graduat En Enginyeria Informàtica,2024/25,9A359B40473Bc2Bd27Dc53F8D0B7A1Ed,Dona,2023/24,Batx. / Cou Amb Pau,10.052,Temps Variable,N,No,Batxillerat,Graus Universitaris O Diplomatures Universitàries,100.0
Graduat En Enginyeria Informàtica,2024/25,17Dcf4E8824Da8Cae7E00C5Ea8370572,Home,2024/25,Batx. / Cou Amb Pau,10.084,Temps Complet,N,No,Cicles Formatius De Grau Superior I Similars (Formació Professional De Segon Grau),Graus Universitaris O Diplomatures Universitàries,100.0
Graduat En Enginyeria Informàtica,2024/25,67A6C41065115Cf7D642B2Bba8780B0E,Home,2020/21,Batx. / Cou Amb Pau,9.06,Temps Complet,N,No,Sense Assignar,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,F9E6Ee887F5247Ca6980Bdff11098B47,Home,2024/25,Batx. / Cou Amb Pau,10.134,Temps Complet,N,No,Altres / Ns / Nc,Altres / Ns / Nc,70.0
Graduat En Enginyeria Informàtica,2024/25,5817984Be460E1050B079505Bf7Cdc97,Home,2022/23,Batx. / Cou Amb Pau,10.142,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,75.0
Graduat En Enginyeria Informàtica,2024/25,539A8365B6Fa504A4605D91C714335F8,Home,1991/92,Batx. / Cou Amb Pau,6.58,Temps Parcial,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,Afc2E1466Ad5Fb0A91D5D4A3Af41D885,Dona,2021/22,Batx. / Cou Amb Pau,10.466,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,0.0
Graduat En Enginyeria Informàtica,2024/25,1115B9Efc2Fc114Bb31952343896167E,Home,2023/24,Batx. / Cou Amb Pau,11.434,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Batxillerat,100.0
Graduat En Enginyeria Informàtica,2024/25,8C2989F3De0B37580403B2Acaf9Aaf4E,Home,2021/22,Batx. / Cou Amb Pau,10.436,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,Ace395C0Cfc61722C9E44133Eb5023C4,Home,2024/25,Batx. / Cou Amb Pau,11.31,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Batxillerat,100.0
Graduat En Enginyeria Informàtica,2024/25,2A0D2843A83A95050D01F3678840F825,Home,2023/24,"Fp2, Cfgs",10.02,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,7280179914Ddd1B29C77A51F4Dcd07Dd,Home,2023/24,Batx. / Cou Amb Pau,8.622,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,226Ffb64667E1F5072032Ccc1162Bdbd,Dona,2023/24,Sense Assignar,0.0,Temps Variable,N,No,Sense Assignar,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2024/25,C2F22327C2Efc034F0Eb9379461E4Ebf,Home,2022/23,Universitaris Fp2 / Cfgs,9.72,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,80.0
Graduat En Enginyeria Informàtica,2024/25,6Bde451Ba79B0F2826F72D15786Ace9F,Home,2022/23,Batx. / Cou Amb Pau,11.11,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,75B99861007A773Fbf1C258D0E5C72F2,Home,2022/23,Batx. / Cou Amb Pau,10.21,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,0.0
Graduat En Enginyeria Informàtica,2024/25,93Bd540Aee551B88D17E0Dd86Bc31Ade,Home,2023/24,Batx. / Cou Amb Pau,10.038,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,80.0
Graduat En Enginyeria Informàtica,2024/25,Cef249Ebab7106950D5A5Fcbf7F11939,Dona,2023/24,"Fp2, Cfgs",8.857,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,69.0
Graduat En Enginyeria Informàtica,2024/25,56D49564686E622A31Acace622F34F31,Home,2020/21,Universitaris Batx. / Cou Amb Pau,8.834,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2024/25,743790Ceecc9B63Cbd63D6302Af07Aea,Home,2024/25,Batx. / Cou Amb Pau,10.086,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Màsters O Antigues Llicenciatures,100.0
Graduat En Enginyeria Informàtica,2024/25,0C87A709356B51483Fadbe86B69C3F71,Home,2024/25,Batx. / Cou Amb Pau,9.998,Temps Complet,N,No,Graus Universitaris O Diplomatures Universitàries,Batxillerat,70.0
Graduat En Enginyeria Informàtica,2024/25,64940Ee2447Af2F07811E9Ee22132956,Dona,2021/22,Batx. / Cou Amb Pau,10.824,Temps Complet,N,No,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,E31Abac574828A759B0D49B21C11C082,Home,2021/22,Batx. / Cou Amb Pau,9.786,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,9Bcdc095Bba88B73Ed416A12101B73F8,Home,2024/25,Batx. / Cou Amb Pau,10.326,Temps Complet,N,Sí,Cicles Formatius De Grau Superior I Similars (Formació Professional De Segon Grau),Cicles Formatius De Grau Superior I Similars (Formació Professional De Segon Grau),100.0
Graduat En Enginyeria Informàtica,2024/25,37667F6035A83Ebf9529B72B10A477E3,Home,2016/17,"Fp2, Cfgs",6.541,Temps Complet,'-2,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,4C2014C886241D95D7B4313B6Ef5A0C2,Home,2022/23,Batx. / Cou Amb Pau,9.946,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,4C740A7577B9Aa66E3B0116136E1074B,Home,2022/23,"Fp2, Cfgs",9.96,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,36.0
Graduat En Enginyeria Informàtica,2024/25,514Cbed7C7Aa863Cd6Ca15E6E07E0843,Home,2021/22,Batx. / Cou Amb Pau,10.004,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,2F639Df960Ad76F8B19D93E83E3E3Ec7,Home,2020/21,Batx. / Cou Amb Pau,9.318,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,Eb8A6E5937312F7A42595C1202D9D40B,Home,2021/22,Batx. / Cou Amb Pau,11.285,Temps Complet,N,No,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,0.0
Graduat En Enginyeria Informàtica,2024/25,730A66650Dbab279063Ad3Db38F22D18,Home,2019/20,Batx. / Cou Amb Pau,7.986,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,60.0
Graduat En Enginyeria Informàtica,2024/25,B58Cd51F29E208730D1D864Fa8E646Fe,Dona,2021/22,Batx. / Cou Amb Pau,11.692,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,3Aa8F4B6C7Fdfbb50Cf4F33Ab5027A55,Dona,2024/25,Batx. / Cou Amb Pau,9.848,Temps Complet,N,No,"Primera Etapa D'Educació Secundària I Similar (Eso, Egb)","Primera Etapa D'Educació Secundària I Similar (Eso, Egb)",0.0
Graduat En Enginyeria Informàtica,2024/25,1B17Ff6F96619C450362681A4B8Bc830,Home,2022/23,Batx. / Cou Amb Pau,9.802,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,732E1B7D2735A2Dc256023E77932A354,Home,2023/24,Batx. / Cou Amb Pau,10.46,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,0E01Adc18B741Fa5C6E9Bf4Db5Dfd3E7,Home,2022/23,"Fp2, Cfgs",10.463,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,Cea570Ddca8B8D8089718F6E52D6F285,Home,2020/21,Batx. / Cou Amb Pau,10.21,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,33.0
Graduat En Enginyeria Informàtica,2024/25,6595C7A327Ad367C33Ee33De322F569F,Home,2022/23,Batx. / Cou Amb Pau,10.266,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,8A067Ee980B811Fa53E4295320E5Cf22,Home,2023/24,Batx. / Cou Amb Pau,10.006,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,324Fab61B4C9D20Ed58Bbee868738737,Home,2022/23,Batx. / Cou Amb Pau,9.854,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,7Ba3A5Cefffe809Fb9Bf606107975E06,Home,2023/24,Batx. / Cou Amb Pau,10.412,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,64.0
Graduat En Enginyeria Informàtica,2024/25,6253726353D66A3985536Aad5E9D336C,Home,2022/23,Batx. / Cou Amb Pau,10.114,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2024/25,6645180F2Cceacd9505F7Eb0E2D712Ae,Home,2013/14,"Fp2, Cfgs",5.889,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2024/25,3415C69Dc55Ac50E1043C32986Efab33,Home,2024/25,Batx. / Cou Amb Pau,11.634,Temps Complet,N,Sí,Estudis Primaris,"Primera Etapa D'Educació Secundària I Similar (Eso, Egb)",100.0
Graduat En Enginyeria Informàtica,2024/25,0A039Ab8Fe45B0D8D34B9B515B904B59,Home,2022/23,Batx. / Cou Amb Pau,10.64,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,80.0
