estudi,curs_academic,id_anonim,sexe,curs_academic_acces_estudi,via_acces_estudi,nota_d_acces_preinscripcio,dedicacio_de_l_estudiant,s_n_discapacitat,beca_concedida,estudis_mare,estudis_pare,taxa_exit
Graduat En Enginyeria Informàtica,2020/21,67A6C41065115Cf7D642B2Bba8780B0E,Home,2020/21,Batx. / Cou Amb Pau,9.06,Temps Complet,N,No,Sense Assignar,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2020/21,02B95223C0891Ab897E1Eabbb72C001A,Home,2019/20,Batx. / Cou Amb Pau,8.958,Temps Variable,N,No,Sense Assignar,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,2Ca919Abf6Bf5D30Ee301C28051Da9A5,Home,2019/20,Batx. / Cou Amb Pau,10.884,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,80.0
Graduat En Enginyeria Informàtica,2020/21,A7B5Bc106325Acbe16B68194A6Ff5108,Home,2016/17,Batx. / Cou Amb Pau,8.242,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,82.0
Graduat En Enginyeria Informàtica,2020/21,1D106D90F6F00Baa0A21238Ac0Aec49C,Home,2016/17,"Fp2, Cfgs",6.902,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,90A4D6D04C7Acbbf8Ba1D475A8Babe7D,Home,2018/19,"Fp2, Cfgs",9.039,Temps Complet,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,60A7Cef730F0396Fe98Ab00Faeef53E8,Dona,2018/19,Batx. / Cou Amb Pau,8.103,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,93.0
Graduat En Enginyeria Informàtica,2020/21,Ce69536A2541E9955E48B2122Da71C1A,Home,2018/19,"Fp2, Cfgs",7.51,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,86.0
Graduat En Enginyeria Informàtica,2020/21,22925D139Cf09D60D36Ee2E3E7Afcc2C,Home,2019/20,Batx. / Cou Amb Pau,8.234,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,45.0
Graduat En Enginyeria Informàtica,2020/21,Cf886B8E64Aa04Ac01B6Cfe16703F6A6,Home,2017/18,Batx. / Cou Amb Pau,11.582,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,158A4Ab80Af8426266356A6943534221,Home,2020/21,Batx. / Cou Amb Pau,8.872,Temps Parcial,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,0.0
Graduat En Enginyeria Informàtica,2020/21,9E34Df52Deb7Af09D14336474D7230A3,Dona,2015/16,Batx. / Cou Amb Pau,7.314,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,45Caf7Aec7179233E338B7Ff87D7131D,Home,2015/16,Batx. / Cou Amb Pau,5.982,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,56D49564686E622A31Acace622F34F31,Home,2020/21,Universitaris Batx. / Cou Amb Pau,8.834,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,75.0
Graduat En Enginyeria Informàtica,2020/21,3B9A63B35650Cff568Fbfc8B2B050Dcb,Home,2020/21,Batx. / Cou Amb Pau,9.562,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,93Aaa4F958E961Ad63Bc4220A3384138,Home,2016/17,Batx. / Cou Amb Pau,6.518,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,86.0
Graduat En Enginyeria Informàtica,2020/21,0F901Cc9Da03B574C96F485A47F23396,Home,2016/17,"Fp2, Cfgs",6.98,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,1288Fa19223C205A96A19730A6865D32,Home,2018/19,Batx. / Cou Amb Pau,8.816,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,71.0
Graduat En Enginyeria Informàtica,2020/21,E719Ad6Cf000671C2373679F26F775B8,Dona,2020/21,Universitaris Batx. / Cou Amb Pau,10.542,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,B74Bf00F3Eb814C1E6Fd6F0Ffe32195E,Home,2015/16,Universitaris Batx. / Cou Amb Pau,5.814,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,75.0
Graduat En Enginyeria Informàtica,2020/21,F38Fe4Faa8E3F10255E0Efe57Bd51696,Home,2018/19,Batx. / Cou Amb Pau,9.668,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,73.0
Graduat En Enginyeria Informàtica,2020/21,19F87B97A206C181650234Ea31D0Fd9D,Home,2018/19,Batx. / Cou Amb Pau,8.2,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,64.0
Graduat En Enginyeria Informàtica,2020/21,A2A131B2126915B1E3283E2D02C8Fda2,Home,2018/19,Batx. / Cou Amb Pau,8.78,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,20.0
Graduat En Enginyeria Informàtica,2020/21,Cb731Bc2Ce2A7A2A6F7A5A4516F654C5,Home,2016/17,"Fp2, Cfgs",7.255,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,7F2B93E897E18A1E8A76090D6Dee1B6D,Home,2020/21,Batx. / Cou Amb Pau,9.958,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,65.0
Graduat En Enginyeria Informàtica,2020/21,2F639Df960Ad76F8B19D93E83E3E3Ec7,Home,2020/21,Batx. / Cou Amb Pau,9.318,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,22.0
Graduat En Enginyeria Informàtica,2020/21,730A66650Dbab279063Ad3Db38F22D18,Home,2019/20,Batx. / Cou Amb Pau,7.986,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,38.0
Graduat En Enginyeria Informàtica,2020/21,94D8F63152B2C687Bcb6C0305D0E7Bc9,Dona,2017/18,Batx. / Cou Amb Pau,7.048,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,75.0
Graduat En Enginyeria Informàtica,2020/21,89912185604D8F85D305484878134Ad8,Home,2016/17,"Fp2, Cfgs",7.022,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,7A2F58D31C26A9559408841D6B70008E,Home,2019/20,"Fp2, Cfgs",8.647,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,6Aced6Eaa52072Ecc2E5B1609E474293,Home,2016/17,Batx. / Cou Amb Pau,7.01,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,3238F728D606Db3B00D4Bbb043106Bfe,Home,2018/19,Batx. / Cou Amb Pau,8.016,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,605Dbdc0D68D6A2F876E20E665A044Fa,Home,2016/17,"Fp2, Cfgs",7.236,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,242432B3E492Ff13E8A6029914F0E33F,Dona,2013/14,"Fp2, Cfgs",7.02,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,50.0
Graduat En Enginyeria Informàtica,2020/21,1E0457671C5B1E752B426F80Fdebb6D0,Home,2018/19,Batx. / Cou Amb Pau,8.258,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,91.0
Graduat En Enginyeria Informàtica,2020/21,106177Ac7D8Bb57E9Fd9F66222850740,Home,2018/19,Batx. / Cou Amb Pau,7.458,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,29.0
Graduat En Enginyeria Informàtica,2020/21,931976889D07148A3D0459Ea8E339284,Home,2020/21,Batx. / Cou Amb Pau,9.464,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,0.0
Graduat En Enginyeria Informàtica,2020/21,F9130E151C75Ccde24C753E4914Da70C,Dona,2016/17,Batx. / Cou Amb Pau,7.086,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,630D413Ef527B0A1C967A89D287A5Dc0,Home,2013/14,Batx. / Cou Amb Pau,5.366,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,0755269B8C822655D91A8Eedc1E1C795,Home,2013/14,Batx. / Cou Amb Pau,7.984,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,75.0
Graduat En Enginyeria Informàtica,2020/21,6Ce95Fdec244999B7444A82472A245A8,Home,2017/18,Batx. / Cou Amb Pau,6.768,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,78.0
Graduat En Enginyeria Informàtica,2020/21,Cea570Ddca8B8D8089718F6E52D6F285,Home,2020/21,Batx. / Cou Amb Pau,10.21,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,3075A1821B4C276F0E3Ce3A6E6De15Cb,Home,2017/18,"Fp2, Cfgs",8.602,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,717Ff404035Bf6Db6A4C766512206A5E,Home,2020/21,Sense Assignar,0.0,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,93.0
Graduat En Enginyeria Informàtica,2020/21,C3E30073Af545A04C150B5C34B39429C,Dona,2013/14,Batx. / Cou Amb Pau,6.316,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,71.0
Graduat En Enginyeria Informàtica,2020/21,737Bc4Cdf703Dcef02B29B3Fd3B0A511,Home,2018/19,Batx. / Cou Amb Pau,9.05,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,4C07B6059411Ccc57C423E2A0193789C,Home,2010/11,Universitaris Batx. / Cou Amb Pau,5.44,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,884F7Af0791136C2Ea6544B9Dcfaceda,Home,2016/17,"Fp2, Cfgs",6.627,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,6645180F2Cceacd9505F7Eb0E2D712Ae,Home,2013/14,"Fp2, Cfgs",5.889,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,60.0
Graduat En Enginyeria Informàtica,2020/21,A4660Cb9E352Bd8Dc4273C35C91F8693,Home,2015/16,Batx. / Cou Amb Pau,9.054,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,87.0
Graduat En Enginyeria Informàtica,2020/21,Aa7Be3589De8A1Bb0226Ee199268Ecf8,Home,2015/16,Batx. / Cou Amb Pau,6.906,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,A317E49Acf48513Aba1Bba51Bfe826Af,Home,2020/21,Batx. / Cou Amb Pau,9.17,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,50.0
Graduat En Enginyeria Informàtica,2020/21,Ffff59480117Ea2B78Dc353559073C0C,Home,2020/21,Batx. / Cou Amb Pau,9.988,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,90.0
Graduat En Enginyeria Informàtica,2020/21,D3Cb8D716228A0B65Af5Bdfd5E90C0B9,Home,2020/21,Batx. / Cou Amb Pau,10.952,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,5D1B3001Eaebf408851B094C37189956,Home,2016/17,Universitaris Batx. / Cou Amb Pau,7.68,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,50.0
Graduat En Enginyeria Informàtica,2020/21,9E1B28D7A0D8545970955519413E1D36,Home,2019/20,Batx. / Cou Amb Pau,8.122,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,0.0
Graduat En Enginyeria Informàtica,2020/21,A5C037D13Da50B6F264Dc4E5A66Ee574,Home,2016/17,Batx. / Cou Amb Pau,8.882,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,38Baaee7A8Add90C5804A6Cc9173026D,Home,2015/16,Batx. / Cou Amb Pau,6.004,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,7Bdb07B847A5B01C0F3092A46B76D97B,Home,2019/20,Batx. / Cou Amb Pau,8.266,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,70.0
Graduat En Enginyeria Informàtica,2020/21,Cd21979C0E519D2Efd7Ed66Af667F57F,Home,2019/20,Batx. / Cou Amb Pau,8.604,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,79.0
Graduat En Enginyeria Informàtica,2020/21,Fcde945De8F56F6C7888167F6Ba12753,Home,2019/20,"Fp2, Cfgs",8.157,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,0.0
Graduat En Enginyeria Informàtica,2020/21,8Ca2065De836678A2250569C238941Ad,Home,2018/19,Universitaris Batx. / Cou Amb Pau,8.35,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,57.0
Graduat En Enginyeria Informàtica,2020/21,D10D08Aa05845B3E54F84Cf85B40Aa8D,Dona,2017/18,Batx. / Cou Amb Pau,8.246,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,0.0
Graduat En Enginyeria Informàtica,2020/21,7F3Cf2B63Cbb0A06E153947Bb5423D21,Home,2020/21,Batx. / Cou Amb Pau,9.494,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,40.0
Graduat En Enginyeria Informàtica,2020/21,84D0E3B5110Ddcab8F9C98C52F598Bc1,Home,2016/17,"Fp2, Cfgs",7.157,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,98821Fd682Cdda17562E850Ce3695491,Home,2017/18,Batx. / Cou Amb Pau,8.556,Temps Variable,N,No,Sense Assignar,Sense Assignar,90.0
Graduat En Enginyeria Informàtica,2020/21,0082201Cb9Ab09Cfd6556B10Ee6844De,Home,2018/19,Batx. / Cou Amb Pau,9.114,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,A6Fd05E6084E3Cef36087Bf867F61Ae1,Home,2016/17,"Fp2, Cfgs",7.314,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,E8E51F404C6780822A9Fe81635035C35,Home,2017/18,Batx. / Cou Amb Pau,10.16,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,61Cb7840857023De3Ea7621D0A9C89A9,Home,2015/16,"Fp2, Cfgs",6.588,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,75.0
Graduat En Enginyeria Informàtica,2020/21,25Ad5D4C2506A680Bb9B0A58B1129Cc2,Home,2019/20,Batx. / Cou Amb Pau,10.096,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2020/21,0D901887652584Fc4490445F238246Fb,Home,2020/21,Batx. / Cou Amb Pau,9.73,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,75.0
Graduat En Enginyeria Informàtica,2020/21,950370105Abe2Df0B8Fe4Ebb170Cf557,Home,2018/19,Batx. / Cou Amb Pau,8.95,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,2672Bd58B475C3D063C1140C6723F0Db,Home,2019/20,Batx. / Cou Amb Pau,9.92,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,5D7198Afd03439D2926Abb0539A0Ce1F,Home,2017/18,Batx. / Cou Amb Pau,8.53,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,4Dd5Ab6831Bbe0370C52D2047D3760Ca,Home,2020/21,Batx. / Cou Amb Pau,9.122,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,722C37491Fd9Fb521E0Bc6C3Db729230,Home,2017/18,Batx. / Cou Amb Pau,8.98,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,C8D3C68A15C0F3B7A3A63620A5B0C787,Home,2017/18,Batx. / Cou Amb Pau,7.84,Temps Complet,N,No,Estudis Primaris,Estudis Primaris,100.0
Graduat En Enginyeria Informàtica,2020/21,868E33270532Bd22Ca965151508F17A4,Home,2014/15,Batx. / Cou Amb Pau,5.456,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Cb116B0Dcffaf5A33Cca725307C24E5F,Home,2017/18,"Fp2, Cfgs",8.549,Temps Complet,N,No,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,8Bace2Fa41147671E54Ea38Fa9B6Ce75,Home,2017/18,Batx. / Cou Amb Pau,11.58,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,A0E85954Fe68E1Dca7571A1671C4Adc5,Home,2017/18,Universitaris Batx. / Cou Amb Pau,11.666,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,29.0
Graduat En Enginyeria Informàtica,2020/21,C06F1D4812B75595654F28Ecc4B10772,Home,2018/19,Batx. / Cou Amb Pau,8.454,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,87.0
Graduat En Enginyeria Informàtica,2020/21,8Cea90Ecda74D2562F1D1Bfe16E00B43,Home,2020/21,Batx. / Cou Amb Pau,8.86,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,5A86Aaa4C86Ce2F83375Eeb61E1D4F33,Home,2018/19,Batx. / Cou Amb Pau,9.41,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,3223A576Ebcbdf02Fff9E6572F8A8E10,Home,2017/18,Universitaris Fp2 / Cfgs,7.039,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,82.0
Graduat En Enginyeria Informàtica,2020/21,801A7C03259C1Fb7F0Fc9B83Ff188B20,Home,2019/20,Batx. / Cou Amb Pau,8.786,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,80.0
Graduat En Enginyeria Informàtica,2020/21,56Ff60C8Be4D5203100A9F5F1D67D19B,Home,2015/16,Batx. / Cou Amb Pau,9.618,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,0.0
Graduat En Enginyeria Informàtica,2020/21,Aa84Addeab5E6B4Fcc4037Dde7D03677,Home,2017/18,Batx. / Cou Amb Pau,9.35,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,0A56D349D143Ab9E57Eb537A1B5F3E8E,Home,2018/19,Batx. / Cou Amb Pau,9.926,Temps Complet,N,No,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,80Af53519Ebfe76F08Fcfa52D9F3A900,Home,2017/18,Batx. / Cou Amb Pau,12.41,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,10Da7185901349Be00431Ecc65C5Ecab,Home,2020/21,Batx. / Cou Amb Pau,10.06,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,20.0
Graduat En Enginyeria Informàtica,2020/21,3093991D41C948Dddca5Cc306B3Ff25E,Home,2020/21,Batx. / Cou Amb Pau,9.448,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,00Db10Edb3F63B6Caafe420Dc0B06811,Home,2020/21,Batx. / Cou Amb Pau,8.854,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,14.0
Graduat En Enginyeria Informàtica,2020/21,42A0231Cefff13557F197D730C8Cf379,Home,2020/21,Batx. / Cou Amb Pau,9.212,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,6A4B50B2869A39269A375683Ba60C572,Home,2019/20,"Fp2, Cfgs",8.095,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,0.0
Graduat En Enginyeria Informàtica,2020/21,Ce1Ad9Fb6385D857514B07B9A0C0Ec0F,Home,2019/20,Universitaris Batx. / Cou Amb Pau,10.004,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,E4B3E05088927Fea199D7D0A8D6B3Bb3,Home,2017/18,"Fp2, Cfgs",7.686,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,33.0
Graduat En Enginyeria Informàtica,2020/21,0312Dcc9B5B77A4929E603B3Dee3775E,Home,2017/18,Batx. / Cou Amb Pau,8.41,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,Cc807C642A9C3Afdf585674C664C3Cf8,Home,2020/21,"Fp2, Cfgs",9.039,Temps Parcial,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,58.0
Graduat En Enginyeria Informàtica,2020/21,0A8Affd38561Eb071C097F15Cbf1E692,Dona,2014/15,Batx. / Cou Amb Pau,7.802,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,9Faf7B75074F8452Ccf5619Bed62Fde0,Home,2017/18,Sense Assignar,0.0,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,833F69321A9850807D0Eb4Bcae69Cad5,Home,2015/16,Universitaris Batx. / Cou Amb Pau,5.825,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,84.0
Graduat En Enginyeria Informàtica,2020/21,5A875D46749A4Af75A455B5F7D0D350F,Home,2017/18,Batx. / Cou Amb Pau,7.78,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,4Bbc34Ebb37E1B9F304729C75179C210,Home,2017/18,Batx. / Cou Amb Pau,7.5,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,0849Fc0A213Dda36Eb1882B814D177Ce,Home,2017/18,Batx. / Cou Amb Pau,10.36,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,82.0
Graduat En Enginyeria Informàtica,2020/21,259E3F234C81416681Bfd57C71F5C992,Home,2015/16,Batx. / Cou Amb Pau,8.684,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,33476284Aa97Eccd9A3Ca7C56E651C6A,Home,2020/21,Batx. / Cou Amb Pau,10.044,Temps Complet,N,No,Sense Assignar,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,110E44C87Ba4Afc4Eea3F73Da848C604,Dona,2013/14,"Fp2, Cfgs",5.231,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,81.0
Graduat En Enginyeria Informàtica,2020/21,8Cfd5Ff4Ab58226D957Efe4Da93Aaa36,Home,2019/20,Batx. / Cou Amb Pau,8.996,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,33.0
Graduat En Enginyeria Informàtica,2020/21,8E0552Fa0990582F4D799Ff8E6429275,Home,2015/16,Batx. / Cou Amb Pau,6.174,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,0.0
Graduat En Enginyeria Informàtica,2020/21,Ab2Cb6A80C6F78B7A4Fb3B8Bd9D92D74,Home,2015/16,Batx. / Cou Amb Pau,7.144,Temps Variable,N,No,Sense Assignar,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,B1Cf587Bfcb8C77F987B7C1D9Fe29998,Home,2016/17,"Fp2, Cfgs",7.22,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2020/21,Edaee03615Ad8A8Aa02Cd63Ba2F4D770,Home,2020/21,Batx. / Cou Amb Pau,12.208,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
